nom,note,prix,categories,adresse,latitude,longitude
Le Roi de Pique,4.3,€€,"Brasseries, Bistros",126 rue du Temple 75003 Paris France,48.86358,2.35844
Le Bougnat,4.7,€€,French,28 rue de Saintonge 75003 Paris France,48.86227,2.36316
Robert et Louise,4.1,€€€,"French, Steakhouses",64 rue Vieille du Temple 75003 Paris France,48.859081,2.359435
Il Ristretto,5.0,N/A,"Delicatessen, Italian",21 rue des Gravilliers 75003 Paris France,48.8637299,2.35693
Le Bouledogue,4.0,€€,"French, Bars, Brasseries",20 Rue Rambuteau 75003 Paris France,48.86082,2.3547
L'îlot,4.4,€€,Seafood,4 rue de la Corderie 75003 Paris France,48.8647842407227,2.36330199241638
Le Colimaçon,4.4,€€€,"French, Bistros, Steakhouses",44 rue Vieille du Temple 75004 Paris France,48.8580235883243,2.35806396197131
La Cave des Frérots,5.0,N/A,"Wine Bars, Tapas/Small Plates",102 rue du Temple 75003 Paris France,48.862618,2.357554
Poupée,4.3,N/A,"Wine Bars, Tapas Bars",2 impasse Berthaud 75003 Paris France,48.861343,2.353774
L'Aller Retour,4.3,€€€,"Wine Bars, Steakhouses",5 rue Charles François Dupuis 75003 Paris France,48.865353,2.363151
Pontochoux,4.9,N/A,Japanese,18 rue du Pont aux Choux 75003 Paris France,48.861319,2.365104
Epicerie Breizh,4.1,€€,"Creperies, Cafes",109 rue Vieille du Temple 75003 Paris France,48.861039,2.361757
Le Bistrot des Vosges,4.3,€€,Bistros,31 bd Beaumarchais 75004 Paris France,48.8557424,2.368231
L'Olivier du Marais,4.8,N/A,French,16 place des Vosges 75004 Paris France,48.85553,2.36657
Le Sancerre,3.7,€€,"French, Brasseries",87 Rue Archives 75003 Paris France,48.86372,2.36108
Chez Margot,4.3,€€,French,25 bis bd Henri IV 75004 Paris France,48.85192,2.3645
Maria,4.9,€€,"Italian, Pizza",21 rue de Picardie 75003 Paris France,48.8637505,2.3626499
Strada Café,4.4,€,"Coffee & Tea, Breakfast & Brunch",94 rue du Temple 75003 Paris France,48.863188,2.357273
Les Philosophes,3.9,€€,Bistros,28 rue Vieille du Temple 75004 Paris France,48.857332,2.357493
Gigi,3.8,€€,Creperies,4 rue de la Corderie 75003 Paris France,48.8648213205695,2.36322465215481
Terra,4.7,N/A,French,21 rue des Gravilliers 75003 Paris France,48.86373,2.35693
Le Petit Marché,4.3,€€€,French,9 rue Béarn 75003 Paris France,48.857267,2.366041
Les Enfants Rouges,4.2,€€€,French,9 rue de Beauce 75003 Paris France,48.863048,2.361305
Camille,4.1,€€€,"Bistros, Breakfast & Brunch",24 rue des Francs Bourgeois 75003 Paris France,48.8577617015923,2.36071492187093
Grand Cœur,4.3,€€€,French,41 rue du Temple 75004 Paris France,48.85956,2.35397
Derrière,3.8,€€€,Modern European,69 rue des Gravilliers 75003 Paris France,48.8644791458463,2.35424064437866
Norma,4.4,N/A,"Italian, French",75 rue de Turbigo 75003 Paris France,48.866503,2.359865
Les Bains - La Salle à Manger,5.0,€€€€,French,7 rue du Bourg l'Abbé 75003 Paris France,48.8639183,2.352
Les Petites Bouchées,4.5,€€,"Tapas Bars, Gastropubs",4 rue du Roi de Sicile 75004 Paris France,48.855682,2.360767
Le Bouquet des Archives,3.9,€€,Brasseries,31 rue des Archives 75004 Paris France,48.85936,2.355931
Les Bougresses,4.6,€€€,French,6 rue Jarente 75004 Paris France,48.85601,2.363076
Le Oken,4.6,N/A,"French, Seafood",19 rue Rambuteau 75004 Paris France,48.8605971995721,2.35489436461855
Bistrot du Centre,4.0,€€,French,131 rue Saint-Martin 75004 Paris France,48.860790359254,2.35130940171415
Comptoir Turenne,3.9,N/A,"Bars, French",70 rue de Turenne 75003 Paris France,48.860226,2.36471
La Vache Acrobate,4.0,€€,French,77 rue Amelot 75011 Paris France,48.85966,2.36805
Le Saint Gervais,4.2,€€,"Brasseries, Cafes",96 rue du Vielle Temple 75003 Paris France,48.8604661538237,2.36185507305928
L'Étoile Berbère,5.0,N/A,Moroccan,16 rue des Vertus 75003 Paris France,48.86429,2.3579
Candelaria,3.9,€€,"Mexican, Speakeasies",52 rue de Saintonge 75003 Paris France,48.862981,2.364033
Le Centenaire,4.1,€€,French,104 rue Amelot 75011 Paris France,48.86258,2.36743
Café du Marché des Enfants Rouges,3.7,€€,Cafes,37 Rue Bretagne 75003 Paris France,48.8628,2.36262
Le Machon,4.8,€€,Restaurants,16 Rue Commines 75003 Paris France,48.8620888,2.3661881
Le Café de la Mairie,5.0,N/A,Bistros,96 rue des Archives 75003 Paris France,48.86353,2.36097
Picotte,4.9,N/A,"French, Tapas Bars",42 rue de Malte 75012 Paris France,48.8662,2.36753
Le Ruisseau - Burger Joint,4.6,€€,Burgers,22 rue Rambuteau 75003 Paris France,48.860994,2.354433
Jackpot,5.0,N/A,"French, Beer Bar, Cocktail Bars",10 rue des Haudriettes 75003 Paris France,48.86179,2.3573
Café Pola,4.8,N/A,Bistros,77 boulevard Beaumarchais 75003 Paris France,48.85842,2.3676
Mmmozza,4.4,€€,"Sandwiches, Delicatessen",57 rue de Bretagne 75003 Paris France,48.8639122,2.3606901
Salōn Marais,5.0,N/A,"Middle Eastern, Armenian",3 rue du Roi Doré 75003 Paris France,48.85999,2.3643
Le Braque,4.4,N/A,"Cocktail Bars, French",11 rue de Braque 75003 Paris France,48.861148,2.356231
Le Dôme du Marais,3.8,€€€,"French, Modern European",53 bis rue des Francs Bourgeois 75004 Paris France,48.85904,2.35831
Les Foodies,4.6,N/A,"Italian, Mediterranean, French",6-8 square Sainte-Croix-de-la-Bretonnerie 75004 Paris France,48.858266,2.354629
Le Flâneur,4.0,N/A,"Bistros, Bars",50 boulevard du Temple 75011 Paris France,48.8659983916109,2.36533418297768
Soumsoum,4.6,N/A,"Mediterranean, Tapas/Small Plates, Fast Food",15 rue des Ecouffes 75004 Paris France,48.8568755244531,2.35849019140005
Hank Burger Paris Archives,4.4,€€,"Burgers, Vegan",55 rue des Archives 75003 Paris France,48.8613519231294,2.35828442920666
Café de la Poste,4.3,N/A,Cafes,124 rue de Turenne 75003 Paris France,48.8639264820942,2.36483260989189
Homer,4.4,N/A,Fast Food,21 rue Rambuteau 75004 Paris France,48.860724,2.354768
La Droguerie du Marais,4.6,€,Creperies,56 rue des Rosiers 75004 Paris France,48.85789,2.35797
Le Progrès,3.4,€€,Brasseries,1 rue de Bretagne 75003 Paris France,48.861893,2.364118
Le Coupe Gorge,4.7,€€€,French,2 rue de la Coutellerie 75004 Paris France,48.8574513,2.350399
Ober Mamma,4.3,€€,"Pizza, Italian, Cocktail Bars",107 boulevard Richard Lenoir 75011 Paris France,48.86446,2.37018
Chez Janou,4.1,€€,"Bistros, Provencal",2 rue Roger Verlomme 75003 Paris France,48.8566952430158,2.36717752386277
L'Ange 20,4.7,€€€,French,44 rue des Tournelles 75004 Paris France,48.8558083,2.3673799
Le Poulailler,4.1,N/A,"French, Wine Bars",60 rue Saint-Sabin 75011 Paris France,48.859174,2.368921
Au Fil des Saisons,4.4,€€€,French,6 Rue Fontaines Du Temple 75003 Paris France,48.86555,2.35968
Salento Marais,4.5,€€€,Italian,6 rue de Jarente Place du Marché-Sainte-Catherine 75004 Paris France,48.85575,2.36293
Fermier Gourmet,4.4,€€,"French, Barbeque, Burgers",185 rue du Temple 75003 Paris France,48.8655199,2.36034
Wild & The Moon,4.5,€€,"Juice Bars & Smoothies, Gluten-Free, Breakfast & Brunch",25 rue des Gravilliers 75003 Paris France,48.864057,2.3565294
L'As du Fallafel,4.3,€€,"Kosher, Sandwiches, Falafel",34 rue des Rosiers 75004 Paris France,48.857498,2.35908
Dessance,4.4,€€€,"Desserts, Vegetarian",74 rue des Archives 75003 Paris France,48.86233,2.3595799
Chez Alain Miam Miam,4.6,€€,"Creperies, Bakeries, Sandwiches",26 rue Charlot 75003 Paris France,48.862262,2.362023
Fulvio,4.3,€€€,Italian,4 rue de Poitou 75003 Paris France,48.86141,2.36434
Comptoir Gourmet,4.6,€€,"Italian, French",51 rue du Temple 75004 Paris France,48.86009,2.35457
La Paulette,3.8,€€,"French, Wine Bars, Salad",10 rue de Bretagne 75003 Paris France,48.8624199322964,2.36360264085195
Les Enfants du Marché,5.0,N/A,Seafood,39 rue de Bretagne 75003 Paris France,48.86296,2.36215
Co Ba Saigon,4.9,N/A,Vietnamese,48 boulevard du Temple 75011 Paris France,48.8659652,2.365558
Chez Nenesse,3.9,€€€,French,30 rue de Poitou 75003 Paris France,48.8617,2.36227
Le Chouchou,3.8,€€,"International, Vegetarian, Oriental",63 Rue Rambuteau 75004 Paris France,48.86164,2.35157
Le Petit Curieux,4.4,€€,French,16 rue Filles du Calvaire 75003 Paris France,48.86257,2.36564
Le Bûcheron,3.9,€€,"Breakfast & Brunch, French, Bistros",14 rue de Rivoli 75004 Paris France,48.855516,2.359802
Marie Bistro,3.3,N/A,French,17 rue Charlot 75003 Paris France,48.86171,2.36112
Carbón,3.9,N/A,Barbeque,14 rue Charlot 75003 Paris France,48.8626737,2.3624584
Biglove Caffè,4.1,€€,"Italian, Breakfast & Brunch",30 rue Debelleyme 75003 Paris France,48.8620241051345,2.36356426030397
BAFFO,4.6,€€€,Italian,12 rue Pecquay 75004 Paris France,48.86025,2.35626
Chez Cay,4.3,€,"Chinese, Vietnamese, Thai",26 rue beaubourg 75003 Paris France,48.86178,2.35394
Paris-Rome,5.0,N/A,Italian,73 rue Archives 75003 Paris France,48.86283,2.36006
La Seine Café,4.8,N/A,Brasseries,32 ter boulevard de la Bastille 75012 Paris France,48.84974,2.36861
L'Ecumoir,4.3,€€€,"French, Breakfast & Brunch",64 rue St Sabin 75011 Paris France,48.8594306,2.368688
Le Chanard,5.0,€€€,"Wine Bars, Bistros, Cocktail Bars",8 rue Saint-Paul 75004 Paris France,48.8530299,2.36129
Le Potager du Marais,3.9,€€€,"Vegetarian, French",24 rue Rambuteau 75003 Paris France,48.861,2.35435
Chef Jean Yves,5.0,N/A,Restaurants,74 rue du Vertbois 75011 Paris France,48.8676699,2.35526
FAT,5.0,€€,"Cocktail Bars, Fast Food",8 rue de Beauce 75003 Paris France,48.86268,2.361287
Le Rigmarole,4.5,N/A,French,10 rue du Grand Prieuré 75011 Paris France,48.8651249400194,2.36902158274741
Bidoche,4.6,€€€€,"Butcher, Steakhouses",7 rue Jean-Pierre Timbaud 75011 Paris France,48.865065098626,2.36704371716871
Sybaris,4.7,N/A,Modern European,86 rue des Archives 75003 Paris France,48.8630732,2.3607829
Le Voltigeur,3.5,€€,Brasseries,45 rue des Francs Bourgeois 75004 Paris France,48.858237,2.359385
L'Attirail,3.8,€,"Bars, French",9 rue au Maire 75003 Paris France,48.8647569334516,2.35355493240995
Banoi,5.0,N/A,Vietnamese,129 rue Amelot 75011 Paris France,48.86416,2.36674
Happy Nouilles,4.0,€,Chinese,95 rue Beaubourg 75003 Paris France,48.864524,2.355095
Cellar,4.7,N/A,French,9 rue de Crussol 75011 Paris France,48.8641205,2.36765
Ogata,4.4,N/A,"Japanese, Cocktail Bars",16 rue Debelleyme 75003 Paris France,48.862114,2.363333
La Pharmacie,3.9,€€€,French,22 rue Jean-Pierre Timbaud 75011 Paris France,48.86544,2.36901
Au Passage,4.1,€€€,"Modern European, Tapas/Small Plates",1 bis passage Saint Sébastien 75011 Paris France,48.86139,2.36819
La Massara,4.1,€€€,Italian,70 rue de Turbigo 75003 Paris France,48.86628,2.35976
Des Gars dans la Cuisine,4.1,€€€,"Breakfast & Brunch, French",72 Rue Vieille Du Temple 75003 Paris France,48.85946,2.35996
Pierre Sang,4.4,€€€,"French, Korean",55 rue Oberkampf 75011 Paris France,48.86461,2.37233
Mancora,4.6,€€,Peruvian,16 rue Dupetit-Thouars 75003 Paris France,48.86562,2.36153
Ambassade d’Auvergne,4.0,€€€,"Bistros, Brasseries",22 rue du grenier saint lazare 75003 Paris France,48.8629,2.3533592
Le Mary Céleste,4.1,€€,"Tapas/Small Plates, Cocktail Bars",1 rue Commines 75003 Paris France,48.8617491625597,2.36506368136342
L'Alivi,3.9,€€,"French, Corsican",27 rue du Roi de Sicile 75004 Paris France,48.85648,2.357409
Le Petit Italien,4.6,€€€,Italian,5 Rue St Gilles 75003 Paris France,48.85788,2.36638
Le Gai Moulin,3.8,€€,"French, Bistros",10 rue Saint-Merri 75004 Paris France,48.859380740856,2.3531397526323
L'Auberge des Deux Ponts,4.3,€€,French,7 rue des Deux Ponts 75004 Paris France,48.85145,2.3561
Le Sévigné,3.8,€€,Brasseries,15 rue du Parc Royal 75003 Paris France,48.8586855354204,2.3627148272782
L'Alsacien,4.7,€€,"Beer Bar, Wine Bars, Alsatian",6 rue Saint-Bon 75004 Paris France,48.8582259709568,2.35042658065285
Le Grand Cerf,4.3,€€,"Bars, French, Cafes",79 bd Sebastopol 75002 Paris France,48.86415,2.35113
Clown Bar,3.7,€€€,"French, Modern European",114 rue Amelot 75011 Paris France,48.8636,2.36714
Le Bistro Lyonnais,4.5,€€,French,6 rue Michel Chasles 75012 Paris France,48.84698,2.37383
Au Cœur du Marais,3.8,€€,"Cafes, French, Breakfast & Brunch",58-60 rue des Francs Bourgeois 75004 Paris France,48.8600311311081,2.35704498605502
Au Bouquet Saint-Paul,4.0,€€,Brasseries,85 rue Saint-Antoine 75004 Paris France,48.854536,2.362741
Theory,4.8,N/A,"Burgers, Vegan",11 Boulevard des Filles du Calvaire 75003 Paris France,48.86214,2.3667
Neighbours,4.5,€€,"Breakfast & Brunch, Coffee & Tea",89 boulevard Beaumarchais 75003 Paris France,48.8590500706762,2.367372
Le Carreau,4.0,N/A,Bistros,1 rue Charles-François Dupuis 75003 Paris France,48.8649775842368,2.36279636484506
Café Charlot,3.7,€€,Cafes,38 rue de Bretagne 75003 Paris France,48.8630405795265,2.36258512774969
Chez Julien,3.3,€€€,French,1 rue Pont Louis-Philippe 75004 Paris France,48.854774,2.35515
Café Saint-Régis,4.1,€€,"French, Breakfast & Brunch",6 rue Jean du Bellay 75004 Paris France,48.853392,2.353736
La Tartine,3.8,€€,French,24 rue de Rivoli 75004 Paris France,48.85591,2.3583
Pamela Popo,4.2,€€€,French,15 rue François Miron 75004 Paris France,48.855795,2.357046
Tavline,4.5,€€,Middle Eastern,25 rue du Roi de Sicile 75004 Paris France,48.85642,2.35753
Le Bossu,5.0,N/A,"Steakhouses, French",17 rue des Deux Ponts 75004 Paris France,48.85167,2.35629
Casa San Pablo,4.0,€€,Tapas Bars,5 rue Sévigné 75004 Paris France,48.85542,2.3618199
Les Mousquetaires,4.4,N/A,"Brasseries, Bars, French",41 rue Saint-Antoine 75004 Paris France,48.8537899,2.36473
Le Trésor,3.7,€€€,Auvergnat,9 rue du Trésor 75004 Paris France,48.85708,2.35761
Les Fous de L'Ile,4.1,€€,French,33 rue des Deux Ponts 75004 Paris France,48.853338,2.356783
Au Bougnat,4.2,€€€,French,26 rue Chanoinesse 75004 Paris France,48.8543,2.35002
Miznon,4.4,€€,Middle Eastern,22 rue des Ecouffes 75004 Paris France,48.857097,2.359008
Don Giovanni,4.6,€€€,Italian,19 rue François Miron 75004 Paris France,48.85571,2.35719
Vingt Vins d'Art,4.5,€€,"Wine Bars, Tapas/Small Plates",16 rue de Jouy 75004 Paris France,48.8552111,2.3579088
L'Orangerie,3.8,€€€,French,28 rue Saint-Louis-en-l'Ile 75004 Paris France,48.8516165,2.3575704
Tamarind,4.5,€€€,Thai,33 rue François Miron 75004 Paris France,48.85549,2.3582
Le Temps des Cerises,4.4,€€€,"French, Bistros, Cafes",31 rue de la Cerisaie 75004 Paris France,48.852569,2.364184
Feria Café,3.8,N/A,Bistros,4 rue du Bourg Tibourg 75004 Paris France,48.8569416181228,2.35576719493079
Oyster Club,4.3,N/A,Seafood,15 rue de Jouy 75004 Paris France,48.855156,2.357836
L'Ilot Vache,4.2,€€€,French,35 rue Saint-Louis en l'île 75004 Paris France,48.85181,2.35655
Le Paradis du Fruit,4.3,€€,"Juice Bars & Smoothies, Restaurants, Cocktail Bars",Centre commercial Les 4 Temps Le Dôme - Niveau 3 Paris France,48.856614,2.3522219
Sorza,3.9,€€,Italian,51 rue Saint Louis en l'Ile 75004 Paris 04 France,48.85213,2.3555799
Tasca,4.8,€€€,Portuguese,37 rue du Roi de Sicile 75004 Paris France,48.8567380952455,2.35630586743355
L'Ambroisie,4.0,€€€€,French,9 place des Vosges 75004 Paris France,48.855341,2.364356
Louis Philippe,3.6,€€,French,66 quai de l'Hôtel de Ville 75004 Paris France,48.854721,2.354728
L'ardoise,4.3,N/A,Bistros,1-5 rue Caron 75004 Paris France,48.854971997083,2.36230798065662
Les Mauvais Garcons,4.0,€€€,Lyonnais,4 rue des Mauvais Garcons 75004 Paris France,48.8568206,2.35507
Aux Anysetiers du Roy,4.0,€€€,French,61 rue Saint-Louis en l'ile 75004 Paris France,48.8523799,2.35489
Le Ju',3.5,N/A,Brasseries,16 rue des Archives 75004 Paris France,48.857691,2.354803
La Cerise Sur la Pizza,4.3,€€,Pizza,32 rue Saint-Paul 75004 Paris France,48.8540176,2.3622578
Le Trumilou,4.0,€€,French,84 quai de l'Hôtel de Ville 75004 Paris France,48.85493,2.35395
Ryaki,5.0,€€,Restaurants,24 rue de la Verrerie 75004 Paris France,48.85746,2.35439
Sur le Pouce,4.0,€€,"French, Creperies, Sandwiches",7 rue d'Arcole 75004 Paris France,48.8545006,2.3500074
Yann Couvreur,4.3,N/A,"Patisserie/Cake Shop, Breakfast & Brunch, Coffee & Tea",23bis rue des Rosiers 75004 Paris France,48.85738,2.35894
La Favorite,3.2,€€,"French, Bistros, Cafes",4 rue de Rivoli 75004 Paris France,48.85524,2.36113
La Rôtisserie d'Argent,3.9,€€€,"French, Rotisserie Chicken",19 quai de la Tournelle 75005 Paris France,48.84996,2.35462
Benedict,4.0,€€€,"Bistros, Breakfast & Brunch",19 rue Sainte-Croix de la Bretonnerie 75004 Paris France,48.85819,2.35611
Le Sergent Recruteur,4.6,N/A,French,41 rue Saintt Louis en l'Ile 75004 Paris France,48.85196,2.3561
La Place Royale,4.0,€€€,French,2 bis place des Vosges 75004 Paris France,48.854953,2.365532
La Réserve de Quasimodo,4.1,€€,"Wine Bars, Bistros",4 rue de la Colombe 75004 Paris France,48.854698,2.35043
L'Ebouillanté,3.9,€€,"French, Tea Rooms",6 rue des Barres 75004 Paris France,48.855001,2.35492042327883
Chez Hanna,3.9,€€,"Kosher, Middle Eastern, Falafel",54 rue des Rosiers 75004 Paris France,48.85779,2.3582
Bodega 64,3.7,€€,"Tapas Bars, Basque",64 rue François Miron 75004 Paris France,48.855445990244,2.3583094716811
Le Petit Celestin,3.9,€€€,French,12 quai des Célestins 75004 Paris France,48.8521,2.36113
La Mangerie,4.2,€€€,Tapas/Small Plates,7 rue de Jarente 75004 Paris France,48.85569,2.36281
Lino Ristorante,4.7,N/A,Italian,29 rue des Francs Bourgeois 75004 Paris France,48.85734,2.36136
Les Marronniers,3.4,€€,"French, Bars",18 rue des Archives 75004 Paris France,48.857739351895,2.3547755924791
L'Elephant du Nil,3.8,€€,French,125 rue Saint Antoine 75004 Paris 04 France,48.85516,2.36022
The Lizard Lounge,3.9,€€,"Pubs, Burgers, Cocktail Bars",18 rue Bourg Tibourg 75004 Paris France,48.8574,2.35627
La Sarrasine,4.5,€€,Creperies,12 Rue Jean Du Bellay 75004 Paris France,48.8532,2.35394
Minori,4.2,€€,Japanese,14 rue Cloche Perce 75004 Paris France,48.85631,2.35721
Chez Ajia,4.4,N/A,Taiwanese,4 rue du Roi de Sicile 75004 Paris France,48.855745,2.3607825
La Grange aux Canards,4.4,N/A,French,23 rue Frédéric Sauton 75005 Paris France,48.85058,2.34901
Schwartz's Deli,3.8,€€,"Breakfast & Brunch, American, Burgers",16 rue des Ecouffes 75004 Paris France,48.857191,2.358667
Le Petit Pontoise,4.5,€€€,Bistros,9 rue de Pontoise 75005 Paris France,48.8498845,2.3520959
Bistrot Marguerite,3.1,€€,Brasseries,1 place de l'Hotel de Ville 75004 Paris France,48.85629,2.35063
Brasserie de l'Isle Saint-Louis,3.3,€€€,Brasseries,55 quai de Bourbon 75004 Paris France,48.85286,2.35328
Le Mistral,3.8,€€,"Bistros, Brasseries",2 Place du Chatelet 75004 Paris France,48.857416,2.34761
Café Voulez-Vous,3.8,€€,"Bars, Brasseries",18 rue du Temple 75004 Paris France,48.858519,2.353491
Le Marcounet,4.0,€€€,"French, Breakfast & Brunch, Boat Tours",14 quai de l'Hotel de Ville 75004 Paris France,48.8541627,2.3555334
Le Tournebièvre,4.7,€€€,French,65 quai de la Tournelle 75005 Paris France,48.85121,2.35085
Bistrot de l'Oulette,4.2,€€,French,38 rue Tournelles 75004 Paris France,48.85555,2.36729
Il Gigolo,4.4,€€,Italian,11 rue de la Huchette 75005 Paris France,48.8529369,2.3460259
Le Sarrasin et le Froment,4.3,€€,"Creperies, French",84-86 rue Saint Louis en L'ile 75004 Paris 04 France,48.852691,2.354208
